Are there procedures in place for the disposal of client data? Explain,"Yes, In the event a customer chooses to either terminate or not renew the Chronus Mentor Services Agreement, customer will be notified to save the necessary data. Access to program will be disabled and the data will be deleted from Chronus servers after receiving an official confirmation that customer has saved the necessary data. Typically, this activity need to be completed within 30 days of terminating the agreement or earlier. Note that there is no recovery option once the data has been deleted. Residual copies of deleted data may remain on backup media and this data disappears as old backup media gets overwritten with newer backups. Read/writable media (e.g. AWS storage volumes) are securely disposed by performing DoD 5220.22-M secure wipe using scrub. All the data will be deleted in 90 days of inactivity.",
What are the schedules for these processes?,Refer above,
"Do you have a formal and documented process for employee and customer account management that includes provisioning, password requirements, access controls, and deprovisioning? Please describe.","Yes, Chronus has a documented policy for employee account management.",
Do you change default system account names and passwords across all systems? Please describe.,"Yes, according to Chronus Password Management Policy.",
Do you provide your personnel with guidelines for selecting and maintaining secure passwords?,yes,
Do your systems enforce a minimum password length requirement?,yes,
Do your systems enforce a maximum password age?,yes,
"Do your systems enforce password strength requirements requiring the use of a combination of upper-case letters, lower-case letters, numbers, and non-alphanumeric symbols? Please describe.","Chronus password policy is as below :
Passwords
- should be strong with least 8 characters, 1 upper case, 1 numeric, and 1 special character.
- should be changed at least once every 90 days
- should not be shared with other users
- should not be reused within the first 6 iterations",
Do your systems restrict the use of the account or userID as part of the password?,yes,
Do your systems have a password history functionality enabled such that passwords cannot be reused within a predefined period of time? Please describe.,Yes,
Do you have a process to ensure that access privileges are immediately revoked for employees leaving the company or moving to a new job role? Please describe.,"Yes, we have a process to revoke access to employees immediately once they decide to leave the company. If they are moving to a new job role, the previous role's access privileges are revoked and new acccess privileges are given according to the role.",
"Do you ensure that all users have a unique userID, and that user accounts are not shared among multiple people (with the exception of privileged administrative accounts)?",yes,
"Where shared user accounts are used (e.g. administrator account), do you employ compensating controls to maintain user accountability? Please describe.",Share accounts are never used.,
"Do your systems enforce user account lock-out after a specified number of incorrect authentication attempts? Please describe, including any limitations.",Yes,
Do your systems provide protection (encryption/hashing) for stored passwords? Please describe.,Yes,
Do you use any system scripts that may have user or system passwords hard coded in them? Please describe.,No,
"Do your systems (e.g. servers, employee workstations, etc) display banners to end-users informing them the systems should only be accessed by authorized individuals? Please describe the banners and where they are implemented.",No,
"Do your systems (e.g. servers, employee workstations, etc) enforce a session time-out and/or lockout that would be triggered after a pre-defined amount of user inactivity? If a workstation is left open and powered on, will it remain that way or will it eventually require credentials to use? Please describe.",Yes,
"Do your systems (e.g. Servers, Databases, etc) support role-based access models for user access, with specific permissions assigned to each role?",Yes,
Do you employ access controls on all systems that house or process client information? Please describe.,Yes,
Do you have a formal and documented access request process for approving and revoking privileges/entitlements? Please describe.,"Access requests are reviewed, approved and audited by the Information Security Administrator and Director of Operations. Review includes the checking the privileges needed, why and for how long are they needed. All accesses are pro-actively monitored by the Intrusion Detection System. Access is revoked as soon as the purpose for access is accomplished.",
Do your access control mechanisms block access by default and provide access using a least-privileges methodology? Does each employee have only the ability to do/access what is required of them? Please describe.,"Yes, we block everything by default. Then, appropriate privileges are added to appropriate set of groups(admins, developers, sales etc). Then, each employee according to its role is added as part of that group, which gives the employee, ability to access only what is required without any extra privileges.",
Do you review access rights on a periodic basis for both internal employees and clients? Please describe.,"Yes, access rights are reviewed every quarter for both internal employees and clients",
"Do you utilize Two-Factor Authentication (Hard/Soft Tokens, Smartcards, etc.) controls for employees accessing your internal network from remote locations? Please describe.",Remote access is disabled.,
"Please describe how your administrators access the systems that will support Cystic Fibrosis. Is server access allowed only from within your organization's internal network, or do you allow access from remote locations? If remote access is allowed, please describe.","The servers that will host Cystic Fibrosis can be accessed only using two factor authentication using an intermediate server, which can be accessed only using our internal network. No remote access is allowed.",
"Is access to Security logs strictly controlled (Firewall, Sensors, Application, etc)?",yes,
Do you log Success/Failures logins to systems?,yes,
"Do you have a formal and documented Incident Response plan for handling security incidents that addresses incident management responsibilities, evidence preservation, and chain-of-custody procedures? Does the plan include customer notification procedures? Please describe.",Please refer to Chronus Incident Response Plan and Information Security Policy documents for details.,
"Do you perform periodic vulnerability scanning against your systems (both internal and client-related systems)? Please describe the technology and the frequency, and also describe how vulnerability information is communicated to your security administrators.","Periodic Vulnerability scans provide adequate protection from XSS, CSRF, SQL injection, Clickjacking, Phishing, etc and are done to identify information leakage vulnerabilities and remediate them. Vulnerability assessment of the application is performed every quarter with successful outcomes. It can be shared with the customer on request. Testing is performed once in every quarter.",
"Do you have a formal process for identifying threats and vulnerabilities (either through early detection alerts, vulnerability scans, etc.) and tracking remediation? Please describe this process and any remediation timeframes that are required.",Through both internal(quarterly) and 3rd party scans(yearly).,
"Do you perform periodic penetration tests against your Internet-facing network and systems? If yes, are your tests conducted by internal personnel or by a third party? Please describe the frequency and scope of the exercise.","Yes, we perform periodic penetration tests. Its performed on the entire network of servers hosting the application with automated as well as manual testing. Its performed by a third party vendor every year.",
"Do you have auditing/logging enabled for all systems? Please describe the layers where enabled (e.g. applications, operating systems, databases, network devices, etc).","Yes, Chronus has logging enabled to monitor everything like - 
1. Server level - server authentication, authorization, any package installations, upgrades, authentication failures, IPs from where it is accessed, any activities, software restarts, all the logs related to other services we use etc
2. Application level - All the login attempts(sucess and failures), activites, uploads, mail logs etc
3. DB level - Queries, DB backups, restarts, package installations etc",
"Do audited events include data attributes for date and time of the event, type of event, username/userID associated with the event, hostname or IP address of the system affected, key details about the event? Please describe.","Yes, all the logs include each and every detail from date and time of the event, IP address, to the key details about the event.",
How far back will these logs go (either by number of transactions or number of days)?,"For atleast 2 years, Chronus maintains all the logs",
"Is there a way to set up alerts around certain sensitive files, i.e. when data is modified or deleted?",Yes,
How will my team run these reports? ,N/A,
Are your systems configured to capture and log activity performed by system administrators or users with elevated privileges? Please describe.,"Yes, all the log activity is captured irrespective of their privileges.",
Are your servers configured to synchronize their time/clocks to a common source?,"Yes, using network time protocol(NTP)",
Do you have processes and procedures for reviewing security events (e.g. audit log reviews)? Please describe.,"Access and Activity logging is enabled by default on all systems to track critical events like login failures, account creation etc as part of continuous security monitoring. Logs from systems are consolidated on an ongoing basis. Collected logs are analyzed and suspected activities are immediately reported and handled as security incidents according to Chronus Security Incident Report procedures.",
"Do you have a Security Information and Event Management (SIEM) technology in place for storing security logs long-term, monitoring and correlating security events, and alerting on specific events? Please describe.","Yes, see above",
Would your organization support activities by Cystic Fibrosis to conduct intrusion testing against those systems that house or process Cystic Fibrosis data at your site?,Can be done against a sandbox environment(similar to actual environment where Cystic Fibrosis data will be hosted) on request.,
Does your application retain previous versions of files?,Yes,
"If yes, how many versions?",Chronus maintains all the versions.,
"What type of storage is the data housed on (SAN / NAS / other)? Which file system (NTFS, EXT3, etc)? Is there a host OS on which my team could install and remotely access our forensic tools’ agents?",Cystic Fibrosis data will be housed on aws EBS storage(https://aws.amazon.com/ebs/details/). The filesystem used is EXT4. No.,
"If yes, how will our data be protected if law enforcement seizes the hardware while investigating another organization sharing our hardware?","In dedicated deployment mode, only Cystic Fibrosis data can exist.",
Will Cystic Fibrosis domain credentials be used to access data?,No,
Will users be able to access this data from outside the CDN?,No,
"How will my team request support should we need help accessing data, metadata, or reports during an incident or investigation?",Can contact Chronus CSM,
Describe the related Service Level Agreement,See Chronus SLA,
Explain the disclosure agreement should the host company detect an incident,See Chronus Privacy Policy,
Does the application support Single sign On (SSO) authentication using industry standards? (e.g. SAML)?,"Yes.As a security best practice and considering the convenience of McKinsey users, Chronus recommends implementing SAML based single-sign solution (SSO) for authentication (additional costs apply) ",
"Can the application support the below shown password strength requirements:
* Password must be at least 8 characters long and meet at least two of the following conditions: 
- Mix of letters and numbers , Mix of upper and lower case letters and Special characters (e.g., # & * ! $)
* configurable password age
* configurable password history",Yes,
Is the user required to change their password after the first logon?,Yes. Users will be setting up their password during first logon if they use Chronus Authentication,
Is the password masked while being entered on the screen?,Yes,
Are credentials stored encrypted or hashed? ,Yes,
Is the Auto-Complete feature on the login page turned off?,"Partially. Username allows auto-complete (browser based), password does not.",
Does the application account lockout trigger after 5 or less failed attempts?,Yes,
Do you have a documented process to unlock an account?,Yes. End user would be required to contact the system administrator. Also software has functionality to notify the user of the lockout via email.,
Do you ensure that application configuration files do not store the username or password? ,Yes.,
Do you have a documented process to recover a forgotten password? ,Yes. Password recovery utilizes users email information along with captcha.,
Does the application show a generic error message when an incorrect username and/or password are entered without revealing which one is incorrect?,Yes,
Is the application designed not to allow browser caching of user’s login? ,No,
Does the application support a second factor for authentication?,No,
Can application data be stored on dedicated servers or in dedicated database/schema?,Yes,
"If it is a shared DB for multiple tenants, is there strong logical data segregation from other tenants?",Yes. A dedicated database can be created for an additional fee. ,
Does the application store all sensitive data in encrypted format?,Yes. Chronus utilizes AES256 algorithm supported encryption of data at rest,
Can the data be encrypted using keys managed by McKinsey?,No,
Does the application enforce 256 bit key encryption for data in transit?,Yes.All communication by default with Chronus Mentor is secured via a high-grade 2048-bit SSL encryption ,
Does the application encrypt data at rest using a 256 bit key?,Yes,
Do you refresh the encryption keys at least once annually? ,Yes,
Do you use any key derivation/strengthining algorithm such as PBKDF2 to further protect the keys from bruteforce attack?,No,
How many administrators are allowed to access and manage encryption keys?,2. There is a Primary and a backup administrator assigned to manage encryption keys,
Do you prevent your administors from getting access to encryption keys remotely?,Yes. Access to encryption keys and servers are available from only approved devices from Chronus network.,
Are there adequate access controls on data exchanges between systems?,Yes,
Is it possible to obtain an export of all our data at our request?,Yes,
Do you maintain segregation of duties to ensure confidentiality and integrity of McK data?,Yes. Separation of duties is one of the key access controls enforced by Chronus Information Security policy to minimize the possibility that any one individual would have the necessary authority or systems access to be able to engage in fraudulent activity. For e.g. Development role provides access only to Chronus Mentor source code whereas Operator role provides  deployment access to Chronus Mentor production systems.,
Do you encrypt data within your environment between systems (e.g.between data centers)?,Yes,
Do you ensure that Session cookies do not contain any sensitive information?,Yes,
Does the application support configurable session timeout?,Yes,
Is the application designed not reveal Session ID in the URL?,Yes,
Is the Session ID randomly generated? ,Yes,
Is a new Session ID generated after successful login? ,Yes,
Are Session ID's sent over an encrypted transport?,Yes,
Are Session tokens destroyed when a user logs out from the application? ,Yes,
Is the application designed not to leak any sensitive data into the browser cache? ,Yes,
"Are all authentication events (logging in, logging out, failed logins, etc.) logged? ",Yes,
"If the application manages confidential data, does the application log all create/modify/delete activities to a specific user? ",Partially. All application request are logged at the server. Auditing happens at application server level and not at application level.,
Are application logs available to McKinsey for review?,No,
Is the application designed not to capture sensitive data in the log files?,Yes,
"Do audited events include data attributes for date and time of the event, type of event, username/userID associated with the event, hostname or IP address of the system affected, key details about the event?",Yes,
Are the logs kept for at atleast 1 year?,Yes,
Do you have auditing/logging enabled for all systems? ,yes,
Are your systems configured to capture and log activity performed by system administrators or users with elevated privileges?,"Yes. When an administrator accesses a private mentoring area, the access is logged.",
Are your servers configured to synchronize their time/clocks to a common source?,Yes,
Do you have processes and procedures for reviewing security events (e.g. audit log reviews)?,Yes,
"Do you have a Security Information and Event Management (SIEM) technology in place for storing security logs long-term, monitoring and correlating security events, and alerting on specific events? ",No. System in place for recording and tracking security events in one place. This is also utilized to proactively implement security measures to avoid similar incidents in the future. Co-relating events and alerting capability is not built in.,
Does the Application log logging in/logging out /failed logins/create/modify/delete activities to a specific user?,Yes. Via Application access log.,
Do you have tamper proof auditing of operational and security log changes?,"No. We do not have tamper proof auditing of operational and security logs as part of the audit process. However read-write access to logs are not permitted. Only read only access to operational and security logs are provided to Chronus Personnel in situations where they need access to audit logs to provide services as per agreement with the customer. Also, access is revoked immediately once the need is met. ",
"Does your application validate user input for data type, length, format and range? ",Yes,
"Is user input validated both at the browser and server to prevent input validation attacks (XSS, SQLi etc)?",Yes,
Does the application use parameterized queries and/or stored procedures to prevent SQL injection? ,Yes,
Does the application validate the user’s uploaded files to prevent malicious uploads? ,Yes,
Will the uploaded files be backed up? ,Yes,
Are the uploaded files encrypted? ,Yes,
Does the application perform integrity checks to ensure date stored in hidden fields (e.g. to maintain session state) is not tampered with?,Yes,
Can the mobile app leverage the SSO features of the Web App?,Yes,
"If not SSO, can the app be configured to challenge the user to enter credentials for every logon?",N/A,
Does the app store credentials securely?,Yes. Credentials are not stored in the device. They are securely passed to the backend api for authentication.,
Does the app have features to protect data from lost or stolen devices?,Sensitive data is not stored in the device,
Does the app support remote wipe?,Sensitive data is not stored in the device,
Does the app support remote wipe?,No,
Does the mobile app prevent storage of information on any external memory card?,Yes,
Does the app purge cached data if not used periodically?,No,
Is the data prevented from being cached locally on the device encrypted?,Yes,
Is the mobile traffic going through an encrypted channel? ,Yes,
Does the mobile app validate data?,Yes,
Do the application access controls defined in the webapps apply to all 3rd party mobile app integrations? ,No integration with other third party app.,
Is the iOS mobile app designed not to store any sensitive information in the .plist file?,Yes,
Is the Android mobile app designed to have appropriate permission restrictions defined in the ApplicationManifest.xml?,N/A,
Does the Mobile application integrate with internal MDM solutions?,No,
Do you have a dedicated Security Team?,Yes,
Is there an independent third party review of the information security program? ,No,
Do you have ISO 27001 Certification for the services provided to McKinsey? ,"No. Chronus Platform is hosted in Amazon Web Services (AWS), which has industry-standard independent attestations/certifications like SOC 1/SSAE 16/ISAE 3402/SOC1/SOC2, FedRAMP, and ISO 27001. We are ISO 9001 compliant but do not have a formal ISO 9001 certification.",
Do you have SSAE 16 SOC 2 Certification for the services provided to McKinsey? ,"No. Chronus Platform is hosted in Amazon Web Services (AWS), which has industry-standard independent attestations/certifications like SOC 1/SSAE 16/ISAE 3402/SOC1/SOC2, FedRAMP, and ISO 27001. We are ISO 9001 compliant but do not have a formal ISO 9001 certification.",
Do you have PCI DSS Certification for the services provided to McKinsey? ,NA,
Do you have a ISO27017 certification draft or CSA Self Assessment V1.5 (CCM V3)?,No,
Do you currently perform regular security assessment by Internal Staff?,Yes,
Would you be willing to share the results of the audits with McKinsey?,Yes,
Would you be willing to allow McKinsey or a 3rd party of our choosing to conduct our own security assessment including a site visit?,Partially. We will not be able to facilitate a site visit to the Chronus Data Center. However Chronus can facilitate a security assessment of Chronus Application by McKinsey or a 3rd party of Choice by McKinsey at their own expense.,
Is it possible to similarly audit your vendors to ensure vendor supply chain security?,No,
Does your organization adhere to U.S.-EU Safe Harbor Framework ?,Yes,
"Do you use third-party vendors who provide services like help desk, backup, equipment support, outsourced development, who have either logical or physical access to our data?","Yes. Chronus uses Amazon AWS as the hosting provider. In addition, it uses Mailgun service from Rackspace for Email delivery. Please refer to AWS security audit information at http://aws.amazon.com/security/ and Please see http://www.rackspace.com/en-us/security/management for additional details.",
Is there a process to review the security of a third party vendor prior to engaging their services and on an ongoing basis?,Yes,
Have your third party vendors undergone a security audit in the last 12 months?,Yes,
Are confidentiality agreements and/or Non-Disclosure Agreements required of third party vendors?,Yes,
Do you restrict the access of third party vendors to McKinsey data?,Yes,
Do you host your own data center or use a co-location service providers?,Co-location. (Amazon AWS),
"Is this statement true ""Your hosting providers do not have physical access to your production servers ""?",No,
"Is this statement true ""Your hosting providers do not have logical access to your production servers ""?",Yes,
"Can you ensure that upon request you will provide evidence sufficient to demonstrate that 3rd parties have agreed to the applicable standards (may take the form of contracts imposing such standards, documented security reviews by vendor, results of vendor's own testing, etc.)?",Yes. Please refer to AWS security audit information at http://aws.amazon.com/security/ and Please see http://www.rackspace.com/en-us/security/management for security information on rackspace.,
Do you have non-disclosure and confidentiality agreements in place between you and your staff (employees and contractors)?,Yes,
Do you have a formal Information Security Awareness program developed and implemented for all employees?,Yes,
Do your employees receive Information Security awareness training at regular intervals?,"Yes. Upon commencing work for Chronus, All employees and third party users will be provided a briefing of security requirements, policies in place, and their  responsibilities with security. In addition specific role related training are provide to the individuals to carry out role  related security responsibilities. For e.g. In the case of system administration personnel who implement and manage the system using AWS they will be required to go through the training program that covers AWS security and AWS security best practices.",
"Are your Full time employees, contractors and part-time/temporary employees bound by your information security policy, and confidentiality and/or non-disclosure agreements?",Yes.,
"Do you conduct Criminal background checks for all staff (Full-time, part-time employees and contractors)?",Yes. Background checks is performed for all employees who have access to customer data,
"Do you conduct Credit background checks for all staff (Full-time, part-time employees and contractors)?",Yes,
"Do you conduct Drug background checks for all staff (Full-time, part-time employees and contractors)?",No,
"If not previously performed, can you perform ""drug test"" also as part of your background checks?",Yes. Can perform on mutual agreement if required,
"If required, can you perform ""drug test"" or existing staff (Full-time, part-time employees and contractors) with access to McK data?",Yes. Can perform on mutual agreement if required,
"Do you require your vendors (e.g., Customer Support) to perform background checks on the staff working for Service Provider?",Yes,
"Do you conduct Employment Verfication background checks for all staff (Full-time, part-time employees and contractors)?",Yes,
Is there a formal disciplinary process in place to handle employee's in violation of security policies?,Yes,
"Are your Applications Programming Interfaces (APIs) designed, developed, and deployed in accordance with industry security standards (e.g., OWASP for web applications)?",Yes,
Do the application features and corresponding API's utilize the same level of authentication and authorization controls as the web application ?,Yes,
Do you restrict access to source code to meet the security principle of least privilege?,Yes. Encorced via design and code reviews. Please see Chronus System Development Process document,
Do you perform independent 3rd party penetration testing at least annually?,"No. However, Chronus has undergone 3rd party security tests at the request of specific enterprise customers with successful outcomes and no outstanding critical/high priority issues - the recent test completed in Nov 2015 and previous test completed in Dec 2014.",
Do you perform internal or 3rd party penetration testing to identify security vulnerabilities before every production release?,Yes,
Is your penentration testing manual or automated?,Yes. Manual,
Do you perform a source code review before each release?,Yes. Please see Chronus System Development Process document,
"Do you test all components of your solution before each release, i.e. web/mobile/apis ?",Yes,
"Do you remediate all High, Medium vulnerabilities identified in the penetration tests before releasing to production?",Yes. All vulnerabilities Critical and High identified via penetration testing  are addressed before releasing  software to production.,
Can you provide the most recent 3rd party penetration testing report(s) to McKinsey?,No,
Do you rotate 3rd party penetration testing vendors regularly?,No,
Is Security integrated into vendor's SDLC?,Yes. Please see Chronus System Development Process document,
"Do you utilize Antivirus software on all employee desktops, laptops, and servers that are running the Windows operating system? ",Yes,
Do you update your Antivirus signatures at least daily? ,Yes,
Does your Antivirus software run on-access scans?,Yes,
Does your Antivirus software run full system scans on a periodic basis?,Yes,
Does your Antivirus software include spyware detection and protection?,Yes,
Do you restrict administrative access to desktops and laptops? ,No,
"Do your administrator users require additional authentication for admin-level local access to personal machines (i.e., not routinely logged in with local admin credentials)?",No,
"Do you employ hard disk encryption technologies (e.g. whole disk, file level, etc) on your desktops and laptops? ",No,
Do you leverage Data-Loss Prevention (DLP) or Host-Based Intrusion Detection/Prevention (HIDS/HIPS) solutions? ,Yes,
Do you have documented standard security configurations (i.e. hardening standards) for each system type? ,Yes,
Do you retain system log files for a specified period of time to assist in access control monitoring and security investigations?,Yes,
Do you employ firewalls to protect the systems that will support Client data?,Yes,
Do you employ netxtgen layer 7 firewalls to prevent network and specific application based attacks and malware?,"No. Chronus Mentor service handling Customer data will be hosted in AWS Virtual Private Cloud which is protected using advanced security features of AWS such as security groups (aka firewalls) and network access control lists. Inbound and outbound traffic filtering is done at both server and subnet level. Only HTTPS, HTTP, SSH and SMTP protocols will be enabled appropriately. Rest of the protocols and ports will be disabled.

Please see Chronus Mentor System Architecture document for additional details.

Chronus implements a defense-in-depth strategy for protection from malicious code like virus and malware. The deployed controls are of preventive, detective and corrective variety. The controls are policies, procedures and technology, which are applied in a layered manner at network, host and user levels: 
- Installing and centrally managing antivirus software at each critical information end point (firewalls, email servers) and at each workstation and server. The software shall be configured to check all files automatically on access, downloads, and email. 
- Installing updates to antivirus software and signature files at each critical information entry point promptly without requiring that end users specifically request the update. 
- Configuring the software to prevent users from disabling it or modifying configuration settings. 
- Installing security patches promptly.
",
Do you employ network-based IDS/IPS tools to monitor traffic for malicious content?,Yes. Regular host scanning and ongoing host based intrusion detection systems are deployed,
Do you utilize network segmentation (physical or logical) on a client-by-client basis?,"Yes.McKinsey application(s)/data co-exist with that of other customers. The following security architecture is used to achieve data isolation between different customers (tenants) 
• Filtering: Using an intermediary layer between a tenant and a data source that acts like a sieve, ensuring that data corresponding to that tenant is returned.
• Permissions: Using access control lists (ACLs) to determine who can access data in the application and what they can do with it.
Periodic Vulnerability scans are done to identify information leakage vulnerabilities and remediate them. Data leakage prevention solutions are deployed at both endpoints (workstations) and network egress points to accomplish this.
",
Do you utilize utilities to check all email traffic originating from untrusted networks for viruses and other malware?,Yes,
Do you support email encryption (TLS or other)? ,Yes,
"Do you monitor for unauthorized network connection points such as wireless access points, modems, etc.? ",Yes,
Do you prevent wireless networks from being deployed within your data processing facilities? ,Yes,
"Do you enforce host integrity checks that only allow endpoint devices that have adequate security controls (e.g. antivirus, up-to-date OS patches, etc.) to connect to your network? ",Yes,
Do you perform regular backups of client data? ,"Yes. Chronus conducts regular back up of Customer Data to support business continuity. Backups are stored in AWS S3 storage, which are replicated across different geographical regions. We use RDS for incremental backups and mysqldump utility for full backups. We retain full database backup for up to 90 days. ",
Do you store backup media at an on-site location that is separate from your computing facilities?,Yes. Backups are replicated securely among geographically disparate Amazon S3 storage locations.,
Are backups encrypted at rest?,Yes,
Do you encrypt all backups in transit over networks (public and private)?,Yes,
Do you restrict access to backups?,Yes,
"Do you test backup media to ensure data completeness and consistency, and to ensure that data can be restored within a defined timeframe at least annually? ",Yes,
"If backups are taken offsite, are any transport vehicles manned at all times and be maintained using appropriate and necessary security?",NA,
"Do you have a formal and documented process for employee and customer account management that includes provisioning, password requirements, access controls, and deprovisioning? ","Yes. Chronus has format and documented process for employee account management. This includes provisioning and onboarding of employees, password requirements, access controls based on roles and responsibilities, and deprovisioning that accounts for employee change in roles and termination.

Customer account management of Chrounus System is managed by Customer account administrators. This includes user provisioning, role based access, and deprovisioning of users.",
Do you change default system account names and passwords across all systems?,Yes,
Do you provide your personnel with guidelines for selecting and maintaining secure passwords?,Yes,
Do your systems enforce a minimum password length requirement?,Yes,
Do your systems enforce a maximum password age?,Yes,
"Do your systems enforce password strength requirements requiring the use of a combination of upper-case letters, lower-case letters, numbers, and non-alphanumeric symbols?",Yes,
Do your systems have a password history functionality enabled such that passwords cannot be reused within a predefined period of time?,Yes,
Do you have a process to ensure that access privileges are immediately revoked for employees leaving the company or moving to a new job role?,Yes,
"Do you ensure that all users have a unique userID, and that user accounts are not shared among multiple people? ",Yes,
Where shared user accounts are used do you employ compensating controls to maintain user accountability? ,Shared accounts are not used.,
Do your systems enforce user account lock-out after a specified number of incorrect authentication attempts? ,Yes,
Do your systems provide protection (encryption/hashing) for stored passwords? ,Yes,
Do you prevent using system scripts that may have user or system passwords hard coded in them? ,Yes,
"Do your systems (e.g. servers, employee workstations, etc) display banners to end-users informing them the systems should only be accessed by authorized individuals? ",No,
"Do your systems (e.g. servers, employee workstations, etc) enforce a session time-out and/or lockout that would be triggered after a pre-defined amount of user inactivity? ",Yes,
"Do your systems (e.g. Servers, Databases, etc) support role-based access models for user access, with specific permissions assigned to each role?",Yes. Both Chronus applications and Chronus Systems implement role-based access models for user access where specific permissions are assigned for each role.,
Do your access control mechanisms block access by default and provide access using a least-privilege methodology?,Yes,
Do you review access rights on a periodic basis for both internal employees and clients?,Yes,
Do you utilize Two-Factor Authentication controls for employees accessing your internal network from remote locations? ,Yes,
Do you prevent your administrators from having remote access in to your environment?,"Chronus Platform and Gateway is hosted in Amazon Web Services (AWS) and will be available for remote access via secured gateway for approved  personnel and client utilizing two factor authentication over secure channel. The following controls to prevent untrusted devices connecting to system containing McKinsey data includes the following:
1. All system access is approved and tracked by Director of Operations in addition to system owners
2. Only Chronus owned devices are permitted to connect remotely to Chronus Mentor System
3. Remote access is allowed only via two factor authentication
4. All communications are encrypted",
Is administrative access to data protected by a Citrix-like system? I.e. prevent data removal/extraction,"No. Employees do not have access to systems containing Customer data and production environments Access to such environments is granted to specific individuals only for compelling operational needs and during emergencies. Access requests are reviewed, approved and audited by the Information Security Administrator and Director of Operations. Review includes the script and tools to be used during the access. All accesses are pro-actively monitored by the Intrusion Detection System. Access is revoked as soon as the purpose for access is accomplished.",
Do you require administrators to use two-factor authentication for gaining access to systems that host our data?,Yes,
Do you utilize a DLP solution to protect against data loss if data is not encrypted when being accessed by administrators?,All data is encrypted on transitand at rest,
"Do you have a formal and documented Incident Response plan for handling security incidents that addresses incident management responsibilities, evidence preservation, and chain-of-custody procedures? ",Yes. Please See Chronus Incident Response Plan document,
"Do you disclose all suspected or actual system compromises, system abuse, unauthorized access to data, violations of policy, etc to McKinsey?",Yes,
Will you be able to ensure that notification to Mckinsey will occur within 24 hours of an incident?,Yes,
"Do you perform remediation at the direction of or, at minimum, in cooperation with McKinsey?",Yes,
Do you perform regular simulation exercises for incident response that include both technical and non-tech staff?,Yes,
Do you perform periodic vulnerability scanning against your systems (both internal and client-related systems)? ,Yes. Information security audits including vulnerability scans are annually conducted as part of Information Security Management Program to monitor and ensure compliance of Chronus Information Security Policy across the organization. ,
"Do you have a formal process for identifying threats and vulnerabilities (either through early detection alerts, vulnerability scans, etc.) and tracking remediation? ","Chronus implements a defense-in-depth strategy for protection from malicious code like virus and malware. The deployed controls are of preventive, detective and corrective variety. The controls are policies, procedures and technology, which are applied in a layered manner at network, host and user levels: 
- Installing and centrally managing antivirus software at each critical information end point (firewalls, email servers) and at each workstation and server. The software shall be configured to check all files automatically on access, downloads, and email. 
- Installing updates to antivirus software and signature files at each critical information entry point promptly without requiring that end users specifically request the update. 
- Configuring the software to prevent users from disabling it or modifying configuration settings. 
- Installing security patches promptly.

In addition, Chronus information security policy stipulates a proactive security monitoring process and access management as below:
- Activity and access logging is enabled by default on systems as part of compliance with secure baseline configuration. 
- Logs from systems are consolidated on an ongoing basis in a centralized data store whose access is restricted.
- Collected logs are analyzed and suspected activities are immediately reported and handled as security incidents according to Chronus Security Incident Report procedures.
- Regular host scanning and ongoing host based intrusion detection systems are deployed

Chronus Uses vulnerability databases like http://nvd.nist.gov/ as vulnerability checklist and stays current with updates as well as vendor advisories and system vulnerability scanning information to ensure that significant vulnerabilities impacting Chronus information systems are identified and reported
",
Is your facility that hosts McKinsey data secured with exterior fences with controlled access?,"Chronus Platform and Gateway is hosted in Amazon Web Services (AWS), which has industry-standard independent attestations/certifications like SOC 1/SSAE 16/ISAE 3402/SOC1/SOC2, FedRAMP, and ISO 27001. Please see http://aws.amazon.com/security/ for additional details.",
"Is there a documented policy for business continuity and disaster recovery that has been approved by management, communicated to appropriate constituents and an owner to maintain and review the policy?",Yes. Please see Chronus Bussiness Continuity Plan.,
Are BC/DR tests conducted at least annually? ,Yes,
Is a Business Impact Analysis conducted at least annually?,Yes,
Do you have a formal Asset Management program? ,"Yes. All information systems (e.g., desktops, laptops, servers and applications) are accounted for as part of a Chronus information system inventory along with their owners.  Information systems are classified into security categories based on FIPS 199 standard according to their sensitivity and acceptable distribution. Access to a system is prohibited with out owner's approval. ",
Can you securely wipe McK data from all your media storage?,"Yes. In the event McKinsey (the customer) chooses to either terminate or not renew the Chronus Mentor Services Agreement, customer will be notified to save the necessary data. Access to program will be disabled and the data will be deleted from Chronus servers after receiving an official confirmation that customer has saved the necessary data. Typically, this activity need to be completed within 30 days of terminating the agreement or earlier. Note that there is no recovery option once the data has been deleted. Residual copies of deleted data may remain on backup media and this data disappears as old backup media gets overwritten with newer backups",
Is the data securely deleted so as to prevent forensic recovery?,"Yes. Chronus electronic media sanitization confirms to DoD requirements as below:
1.  Perform DoD 5220.22-M secure wipe of the Read/writable media using scrub. 
2. Write only media are physically destroyed through burning, crushing or smashing",
"When data is deleted from your system, can you provide a certificate stating that the data was wiped or destroyed so no remnants can be recovered?",Yes. On Request,
Do you have policies and procedures for the disposal of customer information?,Yes.,
Can all media storage with McKinsey data be physically destroyed and securely disposed of upon conclusion of service with McKinsey?,"Partially. Any write only media Chronus electronic media sanitization are physically destroyed through burning, crushing or smashing. Chronus uses Amazon Services Read-Write media for hosting and storage of customer data. Chronus will not be able to ensure that all AWS media that is used to store McKinsey data are physically destroyed and securly disposed.",
